area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_per_squrt
Super built-up  Area,Ready To Move,Abbigere,1 BHK,765.0,2,2,30.0,1,3921.57,3921.57
Super built-up  Area,21-Dec,Abbigere,2 BHK,880.0,2,1,35.0,2,3977.27,3977.27
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795.0,2,1,32.54,2,4093.08,4093.08
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1005.0,2,1,39.59,2,3939.3,3939.3
Super built-up  Area,18-Jun,Abbigere,1 BHK,734.0,1,0,19.82,1,2700.27,2700.27
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1020.0,2,1,41.82,2,4100.0,4100.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985.0,2,1,40.39,2,4100.51,4100.51
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2500.0,6,0,81.0,6,3240.0,3240.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795.0,2,1,32.54,2,4093.08,4093.08
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1130.0,2,1,46.33,2,4100.0,4100.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795.0,1,1,32.6,2,4100.63,4100.63
Built-up  Area,Ready To Move,Abbigere,8 Bedroom,3000.0,8,0,150.0,8,5000.0,5000.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985.0,2,1,38.92,2,3951.27,3951.27
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1000.0,2,1,41.0,2,4100.0,4100.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,995.0,2,1,40.8,2,4100.5,4100.5
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1020.0,2,1,40.8,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1388.0,2,3,57.0,2,4106.63,4106.63
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1070.0,2,1,54.0,2,5046.73,5046.73
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1280.0,2,1,58.0,2,4531.25,4531.25
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662.0,3,3,85.1,3,5120.34,5120.34
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1897.0,3,2,120.0,3,6325.78,6325.78
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1410.0,2,2,75.0,3,5319.15,5319.15
Super built-up  Area,18-Mar,Akshaya Nagar,3 BHK,1360.0,2,2,85.0,3,6250.0,6250.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1410.0,2,2,80.0,3,5673.76,5673.76
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662.0,3,2,85.0,3,5114.32,5114.32
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662.0,3,2,85.5,3,5144.4,5144.4
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1280.0,2,1,60.0,2,4687.5,4687.5
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1666.0,3,1,95.0,3,5702.28,5702.28
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1575.0,3,1,90.0,3,5714.29,5714.29
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1430.0,2,2,75.0,3,5244.76,5244.76
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1419.0,2,3,73.0,3,5144.47,5144.47
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1280.0,2,1,60.0,2,4687.5,4687.5
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1200.0,2,1,50.0,2,4166.67,4166.67
Super built-up  Area,18-May,Akshaya Nagar,2 BHK,1092.0,2,1,60.0,2,5494.51,5494.51
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1690.0,3,2,85.0,3,5029.59,5029.59
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1897.0,4,2,93.0,3,4902.48,4902.48
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1884.0,3,3,98.0,3,5201.7,5201.7
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1314.0,2,2,68.8,2,5235.92,5235.92
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1690.0,3,2,85.0,3,5029.59,5029.59
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1265.0,2,3,67.0,2,5296.44,5296.44
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1126.0,2,1,55.0,2,4884.55,4884.55
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662.0,3,1,90.0,3,5415.16,5415.16
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1420.0,2,2,75.0,3,5281.69,5281.69
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1412.0,2,3,88.0,3,6232.29,6232.29
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1434.0,3,3,84.0,3,5857.74,5857.74
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1890.0,4,2,100.0,3,5291.01,5291.01
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1419.0,2,3,87.0,3,6131.08,6131.08
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1300.0,2,1,54.0,2,4153.85,4153.85
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1690.0,3,2,85.0,3,5029.59,5029.59
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1113.0,2,1,52.0,2,4672.06,4672.06
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1820.0,4,2,95.0,3,5219.78,5219.78
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1100.0,2,2,48.0,2,4363.64,4363.64
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1896.0,3,2,102.0,3,5379.75,5379.75
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1300.0,2,2,66.0,2,5076.92,5076.92
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1225.0,2,0,68.0,2,5551.02,5551.02
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1179.0,2,1,51.0,2,4325.7,4325.7
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1421.0,2,2,73.0,3,5137.23,5137.23
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1893.0,4,2,95.0,3,5018.49,5018.49
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,900.0,2,1,45.0,2,5000.0,5000.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1105.0,2,1,75.0,2,6787.33,6787.33
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1800.0,3,3,110.0,3,6111.11,6111.11
Built-up  Area,Ready To Move,Ambalipura,2 BHK,1150.0,2,2,80.0,2,6956.52,6956.52
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1250.0,2,2,66.25,2,5300.0,5300.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1332.0,2,1,79.0,2,5930.93,5930.93
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1730.0,3,1,120.0,3,6936.42,6936.42
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1230.0,2,2,66.25,2,5386.18,5386.18
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1351.0,2,1,77.0,2,5699.48,5699.48
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1303.0,2,2,80.0,2,6139.68,6139.68
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1607.0,2,2,112.0,3,6969.51,6969.51
Super built-up  Area,Ready To Move,Ambalipura,1 BHK,770.0,1,2,43.82,1,5690.91,5690.91
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1700.0,2,2,76.0,2,4470.59,4470.59
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1060.0,2,1,58.5,2,5518.87,5518.87
Built-up  Area,Ready To Move,Ambalipura,3 BHK,1650.0,3,3,100.0,3,6060.61,6060.61
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1607.0,2,2,112.0,3,6969.51,6969.51
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1198.0,2,2,80.0,2,6677.8,6677.8
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1935.0,4,2,130.0,3,6718.35,6718.35
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1424.0,2,2,90.0,2,6320.22,6320.22
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2225.0,4,2,169.0,3,7595.51,7595.51
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1862.0,3,2,120.0,3,6444.68,6444.68
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1850.0,4,3,139.0,3,7513.51,7513.51
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1936.0,4,2,126.0,3,6508.26,6508.26
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1862.0,3,2,119.0,3,6390.98,6390.98
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1424.0,2,2,90.0,2,6320.22,6320.22
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2150.0,4,2,125.0,3,5813.95,5813.95
Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,3530.0,4,2,290.0,4,8215.3,8215.3
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1856.0,3,1,120.0,3,6465.52,6465.52
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852.0,3,2,130.0,3,7019.44,7019.44
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1850.0,4,2,120.0,3,6486.49,6486.49
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1367.0,2,2,86.0,2,6291.15,6291.15
Plot  Area,18-Dec,Ambedkar Nagar,4 Bedroom,3565.0,4,3,255.0,4,7152.88,7152.88
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1409.0,2,2,95.0,2,6742.37,6742.37
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1950.0,4,2,120.0,3,6153.85,6153.85
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1921.0,4,3,129.0,3,6715.25,6715.25
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1920.0,4,2,121.0,3,6302.08,6302.08
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1935.0,4,2,125.0,3,6459.95,6459.95
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852.0,4,2,122.0,3,6587.47,6587.47
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1950.0,4,2,120.0,3,6153.85,6153.85
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852.0,3,2,125.0,3,6749.46,6749.46
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1850.0,4,2,121.0,3,6540.54,6540.54
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1425.0,2,1,94.0,2,6596.49,6596.49
Built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2395.0,4,2,150.0,3,6263.05,6263.05
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,900.0,2,1,40.0,2,4444.44,4444.44
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1200.0,2,2,55.0,2,4583.33,4583.33
Built-up  Area,Ready To Move,Amruthahalli,3 Bedroom,1900.0,3,1,135.0,3,7105.26,7105.26
Built-up  Area,Ready To Move,Amruthahalli,2 BHK,924.0,2,1,45.0,2,4870.13,4870.13
Carpet  Area,Ready To Move,Amruthahalli,2 BHK,900.0,2,1,60.0,2,6666.67,6666.67
Built-up  Area,Ready To Move,Amruthahalli,2 BHK,1100.0,2,1,45.0,2,4090.91,4090.91
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1200.0,2,1,55.0,2,4583.33,4583.33
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,1450.0,2,1,85.0,3,5862.07,5862.07
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1200.0,2,2,55.0,2,4583.33,4583.33
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1250.0,2,2,79.0,2,6320.0,6320.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1190.0,2,2,50.0,2,4201.68,4201.68
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1202.0,2,1,65.0,2,5407.65,5407.65
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1340.0,2,1,75.0,2,5597.01,5597.01
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,2650.0,4,0,175.0,3,6603.77,6603.77
Built-up  Area,Ready To Move,Amruthahalli,3 BHK,1450.0,2,1,90.0,3,6206.9,6206.9
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1025.0,2,1,42.0,2,4097.56,4097.56
Built-up  Area,Ready To Move,Amruthahalli,1 BHK,485.0,1,1,19.5,1,4020.62,4020.62
Super built-up  Area,17-Jul,Anandapura,2 BHK,1167.0,2,1,43.76,2,3749.79,3749.79
Plot  Area,17-Dec,Anandapura,2 Bedroom,1000.0,2,1,55.0,2,5500.0,5500.0
Super built-up  Area,17-Jul,Anandapura,2 BHK,1141.0,2,1,42.79,2,3750.22,3750.22
Plot  Area,Ready To Move,Anandapura,2 Bedroom,1200.0,2,1,67.0,2,5583.33,5583.33
Plot  Area,Ready To Move,Anandapura,2 Bedroom,1200.0,2,1,58.0,2,4833.33,4833.33
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1151.0,2,1,43.1,2,3744.57,3744.57
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1141.0,2,1,42.75,2,3746.71,3746.71
Plot  Area,Ready To Move,Anandapura,2 Bedroom,900.0,2,0,48.0,2,5333.33,5333.33
Plot  Area,Ready To Move,Anandapura,4 Bedroom,1749.0,4,0,90.0,4,5145.8,5145.8
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1151.0,2,1,42.9,2,3727.19,3727.19
Built-up  Area,Ready To Move,Anandapura,2 BHK,1250.0,2,2,45.0,2,3600.0,3600.0
Super built-up  Area,17-Jul,Anandapura,2 BHK,1151.0,2,1,43.16,2,3749.78,3749.78
Built-up  Area,Ready To Move,Anandapura,2 Bedroom,1200.0,2,0,58.0,2,4833.33,4833.33
Plot  Area,Ready To Move,Anandapura,3 Bedroom,1200.0,2,0,66.0,3,5500.0,5500.0
Plot  Area,Ready To Move,Anandapura,3 Bedroom,1415.0,2,1,74.0,3,5229.68,5229.68
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1200.0,2,1,50.0,2,4166.67,4166.67
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1141.0,2,1,50.0,2,4382.12,4382.12
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,500.0,1,1,14.0,1,2800.0,2800.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,1100.0,2,2,31.5,2,2863.64,2863.64
Super built-up  Area,18-May,Ananth Nagar,2 BHK,982.0,2,2,24.55,2,2500.0,2500.0
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,500.0,2,2,14.0,1,2800.0,2800.0
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,900.0,2,2,22.5,2,2500.0,2500.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,908.0,2,1,26.0,2,2863.44,2863.44
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,870.0,2,2,36.0,2,4137.93,4137.93
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,937.0,2,1,35.0,2,3735.33,3735.33
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,960.0,2,3,37.0,2,3854.17,3854.17
Super built-up  Area,18-Aug,Ananth Nagar,1 BHK,500.0,1,1,14.0,1,2800.0,2800.0
Super built-up  Area,18-Apr,Ananth Nagar,2 BHK,1000.0,2,1,29.7,2,2970.0,2970.0
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,850.0,2,1,25.99,2,3057.65,3057.65
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,902.0,2,1,25.26,2,2800.44,2800.44
Built-up  Area,Ready To Move,Ananth Nagar,3 BHK,1470.0,3,2,54.0,3,3673.47,3673.47
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,810.0,2,1,25.5,2,3148.15,3148.15
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,890.0,2,1,27.0,2,3033.71,3033.71
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,1200.0,2,1,36.0,2,3000.0,3000.0
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,1319.0,3,1,42.0,3,3184.23,3184.23
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,1000.0,2,3,25.0,2,2500.0,2500.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,902.0,2,2,25.0,2,2771.62,2771.62
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,930.0,2,1,25.99,2,2794.62,2794.62
Super built-up  Area,18-May,Ananth Nagar,2 BHK,1074.0,2,2,26.85,2,2500.0,2500.0
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,500.0,1,1,14.0,1,2800.0,2800.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,1010.0,2,2,38.0,2,3762.38,3762.38
Super built-up  Area,18-May,Ananth Nagar,2 BHK,992.0,2,2,24.8,2,2500.0,2500.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,656.0,2,1,22.0,2,3353.66,3353.66
Super built-up  Area,Ready To Move,Anekal,2 BHK,620.0,2,1,22.0,2,3548.39,3548.39
Super built-up  Area,Ready To Move,Anekal,1 BHK,600.0,1,1,16.5,1,2750.0,2750.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,925.0,2,1,40.0,2,4324.32,4324.32
Super built-up  Area,19-Oct,Anekal,1 BHK,530.0,1,1,18.0,1,3396.23,3396.23
Plot  Area,Ready To Move,Anekal,3 Bedroom,1800.0,3,2,68.0,3,3777.78,3777.78
Built-up  Area,Ready To Move,Anekal,1 RK,351.0,1,1,16.0,1,4558.4,4558.4
Super built-up  Area,Ready To Move,Anekal,2 BHK,1035.0,2,2,38.3,2,3700.48,3700.48
Super built-up  Area,Ready To Move,Anekal,2 BHK,888.0,2,1,34.0,2,3828.83,3828.83
Plot  Area,Ready To Move,Anekal,4 Bedroom,1200.0,2,1,36.0,4,3000.0,3000.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,766.0,2,2,28.0,2,3655.35,3655.35
Built-up  Area,Ready To Move,Anekal,3 BHK,967.0,2,1,45.0,3,4653.57,4653.57
Built-up  Area,Ready To Move,Anekal,2 BHK,620.0,1,1,23.5,2,3790.32,3790.32
Super built-up  Area,Ready To Move,Anekal,3 BHK,1150.0,3,2,45.0,3,3913.04,3913.04
Built-up  Area,Ready To Move,Anekal,1 BHK,400.0,1,1,11.5,1,2875.0,2875.0
Super built-up  Area,Ready To Move,Anekal,1 BHK,456.0,1,1,15.0,1,3289.47,3289.47
Plot  Area,Ready To Move,Anekal,3 Bedroom,2400.0,4,0,95.0,3,3958.33,3958.33
Built-up  Area,Ready To Move,Anekal,1 BHK,420.0,1,1,12.5,1,2976.19,2976.19
Super built-up  Area,Ready To Move,Anekal,2 BHK,614.0,1,1,28.0,2,4560.26,4560.26
Super built-up  Area,18-May,Anekal,2 BHK,1140.0,2,2,52.0,2,4561.4,4561.4
Super built-up  Area,18-Jan,Anekal,2 BHK,625.0,1,1,25.0,2,4000.0,4000.0
Built-up  Area,Ready To Move,Anjanapura,4 BHK,1850.0,4,2,86.0,4,4648.65,4648.65
Super built-up  Area,18-Jul,Anjanapura,2 BHK,1070.0,2,2,39.0,2,3644.86,3644.86
Plot  Area,18-Apr,Anjanapura,3 Bedroom,1500.0,3,1,121.0,3,8066.67,8066.67
Super built-up  Area,18-Aug,Anjanapura,2 BHK,1070.0,2,2,37.0,2,3457.94,3457.94
Super built-up  Area,Ready To Move,Anjanapura,2 BHK,950.0,2,1,40.0,2,4210.53,4210.53
Built-up  Area,Ready To Move,Anjanapura,3 BHK,1280.0,2,2,45.0,3,3515.62,3515.62
Super built-up  Area,Ready To Move,Anjanapura,2 BHK,710.0,2,0,25.0,2,3521.13,3521.13
Built-up  Area,Ready To Move,Anjanapura,2 BHK,950.0,2,0,32.0,2,3368.42,3368.42
Super built-up  Area,Ready To Move,Anjanapura,4 BHK,1800.0,4,2,55.0,4,3055.56,3055.56
Super built-up  Area,Ready To Move,Anjanapura,3 BHK,1843.0,3,1,87.54,3,4749.86,4749.86
Super built-up  Area,19-Dec,Anjanapura,2 BHK,1076.0,2,1,30.13,2,2800.19,2800.19
Built-up  Area,Ready To Move,Anjanapura,2 BHK,950.0,2,0,30.0,2,3157.89,3157.89
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1750.0,3,2,100.0,3,5714.29,5714.29
Built-up  Area,Ready To Move,Ardendale,4 BHK,3198.0,4,3,200.0,4,6253.91,6253.91
Super built-up  Area,Ready To Move,Ardendale,4 BHK,2422.0,4,2,160.0,4,6606.11,6606.11
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1750.0,3,3,100.0,3,5714.29,5714.29
Plot  Area,Ready To Move,Ardendale,4 Bedroom,3200.0,4,1,205.0,4,6406.25,6406.25
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1728.0,3,2,95.0,3,5497.69,5497.69
Super built-up  Area,Ready To Move,Ardendale,4 BHK,2062.0,3,1,140.0,4,6789.52,6789.52
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1732.46,3,2,92.0,3,5310.37,5310.37
Super built-up  Area,Ready To Move,Ardendale,4 BHK,2062.0,3,1,150.0,4,7274.49,7274.49
Super built-up  Area,Ready To Move,Ardendale,2 BHK,1224.0,2,2,70.0,2,5718.95,5718.95
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3,2,105.0,3,5907.97,5907.97
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1650.0,3,3,82.0,3,4969.7,4969.7
Super built-up  Area,Ready To Move,Ardendale,4 BHK,2062.0,3,1,140.0,4,6789.52,6789.52
Built-up  Area,Ready To Move,Ardendale,3 BHK,1650.0,3,3,82.0,3,4969.7,4969.7
Super built-up  Area,Ready To Move,Ardendale,2 BHK,1224.0,2,2,67.0,2,5473.86,5473.86
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1723.0,3,2,95.0,3,5513.64,5513.64
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3,2,89.0,3,5007.71,5007.71
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3,2,92.0,3,5176.51,5176.51
Super built-up  Area,Ready To Move,Arekere,3 BHK,2060.0,3,2,140.0,3,6796.12,6796.12
Built-up  Area,Ready To Move,Arekere,2 BHK,920.0,2,1,40.0,2,4347.83,4347.83
Built-up  Area,Ready To Move,Arekere,3 BHK,1740.0,2,1,95.0,3,5459.77,5459.77
Built-up  Area,Ready To Move,Arekere,2 BHK,1190.0,2,2,55.0,2,4621.85,4621.85
Built-up  Area,Ready To Move,Arekere,1 BHK,600.0,1,1,28.0,1,4666.67,4666.67
Super built-up  Area,18-Jul,Arekere,3 BHK,2072.0,3,2,108.0,3,5212.36,5212.36
Super built-up  Area,Ready To Move,Arekere,2 BHK,1100.0,2,2,55.0,2,5000.0,5000.0
Super built-up  Area,Ready To Move,Arekere,2 BHK,900.0,2,3,50.0,2,5555.56,5555.56
Super built-up  Area,Ready To Move,Arekere,2 BHK,1240.0,2,2,60.0,2,4838.71,4838.71
Super built-up  Area,Ready To Move,Arekere,2 BHK,900.0,2,1,44.5,2,4944.44,4944.44
Super built-up  Area,Ready To Move,Attibele,1 BHK,450.0,1,1,11.0,1,2444.44,2444.44
Built-up  Area,Ready To Move,Attibele,4 Bedroom,1600.0,4,0,52.8,4,3300.0,3300.0
Built-up  Area,Ready To Move,Attibele,2 BHK,656.0,2,1,25.0,2,3810.98,3810.98
Built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1,1,11.0,1,2750.0,2750.0
Built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1,1,12.0,1,3000.0,3000.0
Built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1,1,14.0,1,3500.0,3500.0
Super built-up  Area,Ready To Move,Attibele,1 BHK,500.0,1,1,17.0,1,3400.0,3400.0
Plot  Area,Ready To Move,Attibele,4 Bedroom,2168.0,4,2,95.0,4,4381.92,4381.92
Built-up  Area,Ready To Move,Attibele,1 BHK,395.0,1,1,10.25,1,2594.94,2594.94
Built-up  Area,Ready To Move,Attibele,1 BHK,420.0,1,1,17.0,1,4047.62,4047.62
Built-up  Area,Ready To Move,Attibele,1 BHK,418.0,1,1,12.0,1,2870.81,2870.81
Built-up  Area,Ready To Move,Attibele,2 BHK,1200.0,2,2,42.0,2,3500.0,3500.0
Super built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1,1,10.0,1,2500.0,2500.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,695.0,1,1,25.0,2,3597.12,3597.12
Super built-up  Area,Ready To Move,Attibele,2 BHK,850.0,1,1,25.0,2,2941.18,2941.18
Built-up  Area,Ready To Move,Attibele,3 Bedroom,2400.0,3,3,120.0,3,5000.0,5000.0
Built-up  Area,Ready To Move,Attibele,1 BHK,450.0,1,1,12.5,1,2777.78,2777.78
Super built-up  Area,Ready To Move,Attibele,1 BHK,782.0,1,0,19.55,1,2500.0,2500.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,656.0,2,1,25.0,2,3810.98,3810.98
Built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1,1,11.5,1,2875.0,2875.0
Carpet  Area,Ready To Move,Attibele,1 BHK,460.0,1,1,13.0,1,2826.09,2826.09
Super built-up  Area,Ready To Move,Attibele,1 BHK,418.0,2,1,11.5,1,2751.2,2751.2
Plot  Area,18-Aug,Attibele,2 Bedroom,1000.0,2,1,42.0,2,4200.0,4200.0
Super built-up  Area,Ready To Move,Attibele,1 BHK,550.0,1,1,11.5,1,2090.91,2090.91
Built-up  Area,Ready To Move,Attibele,1 BHK,410.0,1,1,10.0,1,2439.02,2439.02
Plot  Area,Ready To Move,Attibele,3 Bedroom,1700.0,3,1,65.0,3,3823.53,3823.53
Super built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1,1,10.25,1,2562.5,2562.5
Super built-up  Area,Ready To Move,Attibele,2 BHK,656.0,2,1,25.0,2,3810.98,3810.98
Plot  Area,Ready To Move,Attibele,3 Bedroom,1500.0,3,2,90.0,3,6000.0,6000.0
Built-up  Area,Ready To Move,Attibele,1 BHK,520.0,1,1,15.0,1,2884.62,2884.62
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,1060.0,2,1,55.0,2,5188.68,5188.68
Built-up  Area,Ready To Move,BEML Layout,2 BHK,999.0,2,3,45.0,2,4504.5,4504.5
Plot  Area,Ready To Move,BEML Layout,5 Bedroom,2400.0,4,1,225.0,5,9375.0,9375.0
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,1194.0,2,1,65.0,2,5443.89,5443.89
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,1200.0,2,2,67.0,2,5583.33,5583.33
Plot  Area,Ready To Move,BEML Layout,2 Bedroom,2400.0,2,1,228.0,2,9500.0,9500.0
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,1194.0,2,1,65.0,2,5443.89,5443.89
Carpet  Area,Ready To Move,BTM 2nd Stage,2 BHK,950.0,2,1,52.0,2,5473.68,5473.68
